,Name,Platform,Publisher,Chartz_Score,User_Score,Critic_Score,Global_Sales,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Year_of_Release,Genre
782, FIFA Soccer 09     ,Electronic Arts  ,EA Canada  ,,,,2.28,0.38,0.07,0.01,1.82,14 Oct 08  ,Sports
783, TOCA Championship Racing     ,3DO  ,Codemasters  ,,,,2.28,0.07,2.00,0.02,0.18,29 Aug 98  ,Racing
784, Kirby: Nightmare in Dream Land     ,Nintendo  ,HAL Laboratory  ,,8.1  ,,2.27,1.22,0.10,0.91,0.04,02 Dec 02  ,Platform
785, Borderlands 2     ,2K Games  ,Gearbox Software  ,,,,2.27,1.06,0.75,0.10,0.36,18 Sep 12  ,Shooter
786, Tom Clancy's Rainbow Six: Siege     ,Ubisoft  ,Ubisoft Montreal  ,,,,2.26,1.33,0.73,,0.20,01 Dec 15  ,Shooter
787, Cool Boarders 2     ,Sony Computer Entertainment  ,UEP Systems  ,,,,2.25,1.52,0.46,0.20,0.08,31 Oct 97  ,Sports
788, Guitar Hero III: Legends of Rock     ,RedOctane  ,Neversoft  ,,8.2  ,8.0  ,2.25,1.40,0.53,0.02,0.30,28 Oct 07  ,Misc
789, Dissidia: Final Fantasy     ,Square Enix  ,Square Enix  ,8.9  ,8.1  ,10.0  ,2.24,0.51,0.51,0.91,0.31,25 Aug 09  ,Fighting
790, Super Monkey Ball: Banana Blitz     ,Sega  ,Sega  ,,7.3  ,,2.24,1.05,0.91,0.04,0.24,14 Nov 06  ,Misc
791, Madden NFL 15     ,EA Sports  ,EA Tiburon  ,,,,2.24,1.57,0.25,,0.41,26 Aug 14  ,Sports
792, Teenage Mutant Ninja Turtles II: The Arcade Game     ,Ultra Games  ,Konami  ,,,,2.23,1.74,0.25,0.21,0.03,01 Dec 90  ,Action
793, Monster Hunter Tri     ,Capcom  ,Capcom Production Studio 1  ,9.1  ,8.1  ,10.0  ,2.23,0.65,0.41,1.05,0.11,20 Apr 10  ,
794, Resident Evil 4     ,Capcom  ,Unknown  ,,,,2.22,1.32,0.56,0.14,0.20,19 Jun 07  ,Action
795, The Legend of Zelda: Link's Awakening DX     ,Nintendo  ,Nintendo EAD  ,,9.4  ,,2.22,1.00,0.63,0.45,0.13,31 Oct 98  ,Adventure
796, NBA 2K14     ,2K Sports  ,Visual Concepts  ,,,,2.22,1.45,0.34,0.04,0.39,01 Oct 13  ,Sports
797, Devil May Cry 3: Dante's Awakening Special Edition     ,Capcom  ,Capcom  ,,8.8  ,8.6  ,2.21,1.06,0.82,0.05,0.28,24 Jan 06  ,Action
798, Need for Speed: Hot Pursuit     ,Electronic Arts  ,Criterion Games  ,,8.8  ,,2.20,1.03,0.96,0.00,0.21,16 Nov 10  ,Racing
799, Rock Band 2     ,MTV Games  ,Harmonix Music Systems  ,9.3  ,9.2  ,,2.20,1.78,0.24,,0.18,14 Sep 08  ,
800, BioShock 2     ,2K Games  ,2K Marin  ,9.1  ,8.6  ,,2.20,1.45,0.54,0.02,0.20,09 Feb 10  ,
801, Star Wars: Knights of the Old Republic     ,LucasArts  ,BioWare Corp.  ,,9.4  ,,2.19,1.68,0.44,,0.08,17 Jul 03  ,Role-Playing
802, Donkey Kong Country     ,Nintendo  ,Rare Ltd.  ,,9.1  ,,2.19,1.04,0.72,0.30,0.13,04 Nov 00  ,Platform
803, Final Fantasy XIII     ,Square Enix  ,Square Enix  ,9.0  ,8.1  ,,2.19,1.30,0.67,0.01,0.21,09 Mar 10  ,
804, Saints Row     ,THQ  ,Volition Inc.  ,,8.0  ,,2.18,1.17,0.77,0.02,0.22,29 Aug 06  ,Action
805, Yu-Gi-Oh: Duel Monsters 4     ,Konami  ,Konami  ,,,,2.18,,,2.17,0.01,07 Dec 00  ,Strategy
806, FIFA 15     ,EA Sports  ,EA Canada  ,,7.9  ,,2.18,0.63,1.39,,0.16,23 Sep 14  ,Sports
807, Destiny: The Taken King     ,Activision  ,Bungie  ,,,,2.18,0.97,0.80,0.05,0.36,15 Sep 15  ,Shooter
808, Star Wars: Rogue Squadron     ,LucasArts  ,Factor 5  ,,9.0  ,,2.17,1.60,0.46,0.08,0.03,17 Nov 98  ,Simulation
809, Scribblenauts     ,Warner Bros. Interactive  ,5TH Cell  ,8.8  ,8.2  ,,2.17,1.67,0.30,0.02,0.18,15 Sep 09  ,
810, The Sims: House Party     ,Maxis  ,Maxis  ,,,,2.16,1.23,0.83,,0.10,26 Mar 01  ,Misc
811, Syphon Filter 2     ,989 Studios  ,Eidetic  ,,,,2.15,1.50,0.55,0.02,0.08,29 Feb 00  ,Shooter
812, Pok�mon Ranger     ,Nintendo  ,HAL Laboratory  ,,6.6  ,,2.15,1.28,0.03,0.73,0.12,30 Oct 06  ,Adventure
813, Mahjong     ,Nintendo  ,Nintendo  ,,,,2.14,0.01,,2.13,0.00,27 Aug 83  ,Misc
814, SimCity 2000     ,Maxis  ,Maxis  ,,8.0  ,,2.14,1.20,0.84,,0.10,01 Jan 93  ,Simulation
815, Call of Duty: Roads to Victory     ,Activision  ,Amaze Entertainment  ,,6.1  ,,2.14,0.52,1.03,,0.59,13 Mar 07  ,Shooter
816, Dance Dance Revolution Extreme     ,Konami  ,Konami Computer Entertainment Tokyo  ,,,,2.13,1.04,0.81,,0.27,21 Sep 04  ,Simulation
817, NBA 2K12     ,2K Sports  ,Visual Concepts  ,,9.0  ,,2.13,1.62,0.27,0.05,0.18,04 Oct 11  ,Sports
818, Mortal Kombat (2011)     ,Warner Bros. Interactive Entertainment  ,NetherRealm Studios  ,,8.6  ,,2.12,1.64,0.31,,0.17,19 Apr 11  ,Fighting
819, Golf     ,Nintendo  ,Nintendo  ,,,,2.12,0.83,0.33,0.92,0.04,01 Feb 90  ,
820, Tony Hawk's Pro Skater     ,Activision  ,Edge of Reality  ,,9.3  ,,2.11,1.68,0.40,,0.03,29 Feb 00  ,Sports
821, Need for Speed: Hot Pursuit 2     ,Electronic Arts  ,EA Seattle  ,,8.7  ,,2.11,1.68,0.31,0.02,0.09,01 Oct 02  ,Racing
822, Dynasty Warriors 4     ,KOEI  ,Omega Force  ,,,,2.11,0.63,0.21,1.13,0.13,25 Mar 03  ,Action
823, Project Gotham Racing (JP weekly sales)     ,Microsoft  ,Unknown  ,,,,2.10,1.54,0.44,0.04,0.07,22 Feb 02  ,Action
824, Fire Emblem: Awakening     ,Nintendo  ,Intelligent Systems  ,,,,2.10,0.90,0.50,0.56,0.14,04 Feb 13  ,Role-Playing
825, Wario Land 3     ,Nintendo  ,Nintendo R&D1;  ,,,,2.20,1.11,0.51,0.34,0.23,01 May 00  ,Platform
826, High School Musical: Makin' the Cut!     ,Disney Interactive Studios  ,Artificial Mind and Movement  ,,7.3  ,,2.20,1.06,0.90,,0.23,14 Aug 07  ,Misc
827, Skylanders SWAP Force     ,Activision  ,Beenox  ,,,,2.19,1.23,0.77,,0.19,13 Oct 13  ,Platform
828, Kirby's Pinball Land     ,Nintendo  ,HAL Laboratory  ,,,,2.19,0.87,0.17,1.10,0.05,28 Nov 93  ,Misc
829, Pro Evolution Soccer 2012     ,Konami  ,Konami  ,,7.5  ,,2.19,0.34,0.97,0.55,0.32,27 Sep 11  ,Sports
830, Dark Souls III     ,Namco Bandai Games  ,From Software  ,,,,2.18,0.83,0.61,0.44,0.30,12 Apr 16  ,Role-Playing
831, Need for Speed Rivals     ,Electronic Arts  ,Ghost Games  ,,,,2.18,0.75,1.05,0.03,0.35,15 Nov 13  ,Racing
832, ATV Offroad Fury 2     ,Sony Computer Entertainment  ,Rainbow Studios  ,,8.7  ,,2.18,1.92,0.20,,0.06,09 Nov 02  ,Racing
833, Mario & Luigi: Superstar Saga     ,Nintendo  ,AlphaDream Corporation  ,,8.8  ,,2.17,1.48,0.17,0.47,0.06,17 Nov 03  ,Role-Playing
834, Tennis     ,Nintendo  ,Nintendo  ,,,,2.17,0.48,0.11,1.56,0.02,18 Oct 85  ,Sports
835, Sonic Unleashed     ,Sega  ,Sonic Team/Dimps Corporation  ,,6.7  ,8.2  ,2.16,1.26,0.68,0.02,0.22,18 Nov 08  ,Fighting
836, Your Shape featuring Jenny McCarthy     ,Ubisoft  ,Ubisoft  ,,6.0  ,,2.16,1.50,0.46,,0.19,24 Nov 09  ,Sports
837, Battlefield: Hardline     ,Electronic Arts  ,EA DICE  ,,,,2.15,0.72,0.96,0.14,0.33,17 Mar 15  ,Shooter
838, Volleyball     ,Nintendo  ,Nintendo R&D1;  ,,,,2.15,0.14,0.03,1.98,0.00,01 Mar 87  ,Sports
839, R.C. Pro-Am     ,Nintendo  ,Rare Ltd.  ,,,,2.14,1.47,0.38,0.19,0.10,01 Feb 88  ,Racing
840, Super Mario RPG: Legend of the Seven Stars     ,Nintendo  ,SquareSoft  ,,,10.0  ,2.14,0.66,,1.45,0.03,13 May 96  ,Role-Playing
841, Demon Attack     ,Imagic  ,Imagic  ,,,,2.13,1.99,0.12,,0.02,01 Jan 82  ,Shooter
842, Final Fantasy Tactics Advance     ,Nintendo  ,Square Enix  ,,,,2.13,0.82,0.37,0.89,0.05,08 Sep 03  ,Role-Playing
843, Borderlands     ,2K Games  ,Gearbox Software  ,8.6  ,8.2  ,,2.12,1.22,0.61,,0.29,20 Oct 09  ,
844, Project Gotham Racing     ,Microsoft  ,Bizarre Creations  ,,8.4  ,,2.12,1.37,0.61,0.05,0.09,14 Nov 01  ,Racing
845, NBA 2K11     ,2K Sports  ,Visual Concepts  ,,8.8  ,,2.11,1.86,0.12,0.01,0.13,05 Oct 10  ,Sports
846, PES 2009: Pro Evolution Soccer     ,Konami  ,Konami  ,,7.7  ,,2.11,0.11,1.34,0.40,0.26,11 Nov 08  ,Sports
847, Tetris DS     ,Nintendo  ,Nintendo  ,,8.5  ,,2.11,0.63,0.05,1.35,0.08,20 Mar 06  ,Puzzle
848, Parasite Eve     ,Square EA  ,SquareSoft  ,,7.9  ,,2.10,0.94,0.07,1.05,0.04,09 Sep 98  ,Role-Playing
849, Scooby-Doo! Night of 100 Frights     ,THQ  ,Heavy Iron Studios  ,,,,2.10,1.17,0.72,,0.22,20 May 02  ,Platform
850, Battlefield 4     ,Electronic Arts  ,EA DICE  ,,,,2.09,1.26,0.65,,0.19,22 Nov 13  ,Shooter
851, Derby Stallion     ,ASCII Entertainment  ,ParityBit  ,,,,2.09,,,1.96,0.14,17 Jul 97  ,Sports
852, Just Dance 2015     ,Ubisoft  ,Ubisoft Paris  ,,,,2.09,1.00,0.91,,0.18,21 Oct 14  ,Music
853, Madden NFL 15     ,EA Sports  ,EA Tiburon  ,,,,2.09,1.80,0.06,,0.22,26 Aug 14  ,Sports
854, Dead Rising     ,Capcom  ,Capcom Production Studio 1  ,,8.4  ,,2.09,1.16,0.65,0.08,0.20,08 Aug 06  ,Action
855, Final Fantasy III     ,Square Enix  ,Matrix Software  ,,7.4  ,,2.08,0.89,0.04,1.07,0.09,14 Nov 06  ,Role-Playing
856, Sim Theme Park     ,Electronic Arts  ,Bullfrog Productions  ,,8.1  ,,2.08,2.04,0.04,,,31 Oct 99  ,Strategy
857, Mario Party 5     ,Nintendo  ,Hudson Soft  ,,5.9  ,,2.08,0.97,0.33,0.73,0.06,10 Nov 03  ,Misc
858, Warcraft: Orcs & Humans     ,Blizzard Entertainment  ,Blizzard Entertainment  ,,,,2.08,0.89,1.08,,0.11,15 Jan 94  ,Strategy
859, Wipeout: The Game     ,Activision  ,Endemol  ,,,,2.08,1.94,,,0.14,22 Jun 10  ,Puzzle
860, The Legend of Zelda: The Wind Waker     ,Nintendo  ,Nintendo EAD  ,,9.3  ,,2.08,1.03,0.72,0.15,0.17,04 Oct 13  ,Adventure
861, R.C. Pro-Am     ,Nintendo  ,Rare Ltd.  ,,,,2.07,1.18,0.52,0.37,,01 Feb 88  ,Racing
862, Dance Dance Revolution: Hottest Party     ,Konami  ,Bemani  ,,,,2.07,1.35,0.53,,0.19,25 Sep 07  ,Simulation
863, UFC 2009 Undisputed     ,THQ  ,Yuke's Osaka  ,,8.4  ,,2.07,1.48,0.39,0.00,0.19,19 May 09  ,Fighting
864, Pok�mon Mystery Dungeon: Red Rescue Team     ,Nintendo  ,ChunSoft  ,,,,2.06,0.71,0.52,0.74,0.08,18 Sep 06  ,Role-Playing
865, Call of Duty 2     ,Activision  ,Infinity Ward  ,,8.8  ,9.1  ,2.06,1.84,0.04,0.01,0.16,17 Nov 05  ,Shooter
866, Toy Story 3: The Video Game     ,Disney Interactive Studios  ,Avalanche Software  ,,,,2.06,0.89,0.95,0.02,0.21,15 Jun 10  ,Action
867, Tom Clancy's Splinter Cell: Conviction     ,Ubisoft  ,Ubisoft Montreal  ,8.8  ,8.6  ,,2.06,1.20,0.62,0.04,0.19,13 Apr 10  ,Action
868, Need for Speed: Undercover     ,Electronic Arts  ,EA Vancouver  ,6.0  ,5.9  ,,2.06,0.63,1.01,0.05,0.38,17 Nov 08  ,
869, Sonic Mega Collection     ,Sega  ,Sonic Team  ,,7.5  ,,2.05,1.47,0.48,0.05,0.06,10 Nov 02  ,Strategy
870, Famista '89 - Kaimaku Han!!     ,Namco  ,Namco  ,,,,2.05,,,2.05,,28 Jul 89  ,Sports
871, Dark Souls     ,Namco Bandai  ,From Software  ,,9.0  ,,2.05,0.75,0.53,0.54,0.22,04 Oct 11  ,Fighting
872, Need for Speed: ProStreet     ,Electronic Arts  ,EA Black Box  ,,7.2  ,,2.04,0.73,0.91,0.04,0.36,13 Nov 07  ,Racing
873, Peter Jackson's King Kong: The Official Game of the Movie     ,Ubisoft  ,Ubisoft Montpellier  ,,,,2.04,0.71,1.02,,0.31,21 Nov 05  ,Action
874, Donkey Kong Country     ,Nintendo  ,Rare Ltd.  ,,7.5  ,,2.04,1.20,0.48,0.29,0.07,09 Jun 03  ,Platform
875, Need for Speed: Most Wanted 5-1-0     ,Electronic Arts  ,EA Black Box  ,,7.4  ,,2.09,1.77,0.13,0.02,0.17,15 Nov 05  ,Racing
876, Devil May Cry 3: Dante's Awakening     ,Capcom  ,Capcom  ,,8.6  ,,2.09,0.99,0.63,0.29,0.19,01 Mar 05  ,Action
877, Kirby's Epic Yarn     ,Nintendo  ,Good-Feel  ,,8.7  ,,2.09,1.42,0.09,0.45,0.13,17 Oct 10  ,Platform
878, Finding Nemo     ,THQ  ,Traveller's Tales  ,,,,2.09,1.26,0.60,0.05,0.18,09 May 03  ,Action
879, World of Warcraft: Cataclysm     ,Blizzard Entertainment  ,Blizzard Entertainment  ,,9.0  ,,2.09,1.77,0.32,,,07 Dec 10  ,Role-Playing
880, Tetris Worlds     ,THQ  ,Blue Planet Software  ,,,,2.08,1.11,0.71,,0.27,20 Mar 02  ,Puzzle
881, Grand Theft Auto: Episodes from Liberty City     ,Rockstar Games  ,Rockstar North  ,,9.0  ,,2.08,0.62,0.99,0.13,0.34,13 Apr 10  ,Adventure
882, Rock Band     ,MTV Games  ,Harmonix Music Systems  ,,8.2  ,,2.08,1.33,0.56,,0.20,22 Jun 08  ,Misc
883, Portal 2     ,Valve  ,Valve Software  ,,9.6  ,,2.08,1.41,0.49,0.01,0.17,19 Apr 11  ,Shooter
884, Mario Sports Mix     ,Nintendo  ,Square Enix  ,,6.0  ,,2.08,0.88,0.45,0.63,0.12,07 Feb 11  ,Sports
885, Metal Gear Solid: Peace Walker     ,Konami  ,Kojima Productions  ,,8.6  ,,2.08,0.46,0.42,0.96,0.25,08 Jun 10  ,Action
886, Kingdom Hearts: Birth by Sleep     ,Square Enix  ,Square Enix  ,,7.9  ,,2.08,0.63,0.42,0.75,0.27,07 Sep 10  ,Role-Playing
887, Spec Ops: Airborne Commando     ,Gotham Games  ,Big Grub  ,,,,2.07,1.54,0.46,,0.08,31 Oct 02  ,Shooter
888, The Sims 2: Pets     ,Electronic Arts  ,Maxis  ,,4.8  ,,2.07,0.92,0.93,,0.22,31 Oct 06  ,Simulation
889, Yu-Gi-Oh! The Eternal Duelist Soul     ,Konami  ,Konami Computer Entertainment Japan  ,,,,2.07,1.64,0.36,,0.07,15 Oct 02  ,Misc
890, The Incredibles     ,THQ  ,Helixe  ,,5.4  ,,2.06,1.15,0.77,0.04,0.10,31 Oct 04  ,Action
891, Hitman: Absolution     ,Square Enix  ,Io Interactive  ,,,,2.06,0.59,1.08,0.07,0.32,20 Nov 12  ,Action
892, R4: Ridge Racer Type 4     ,Namco  ,Namco  ,,9.1  ,,2.06,0.68,0.46,0.79,0.13,04 May 99  ,Racing
893, SoulCalibur II     ,Namco  ,Namco  ,,9.1  ,,2.06,1.06,0.62,0.13,0.25,27 Aug 03  ,Fighting
894, Need for Speed: ProStreet     ,Electronic Arts  ,EA Black Box  ,,7.1  ,,2.05,1.04,0.79,0.01,0.21,15 Nov 07  ,Racing
895, NBA Jam     ,Arena Entertainment  ,Iguana Entertainment  ,,,,2.05,1.75,0.25,,0.05,01 Jan 93  ,Sports
896, Mortal Kombat vs DC Universe     ,Midway Games  ,Midway Amusement Games  ,,7.6  ,,2.05,1.51,0.29,,0.25,16 Nov 08  ,Fighting
897, SOCOM: U.S. Navy SEALs: Combined Assault     ,Sony Computer Entertainment  ,Zipper Interactive  ,,,,2.04,1.74,0.02,,0.28,07 Nov 06  ,Shooter
898, Carnival Games     ,2K Play  ,Cat Daddy Games  ,,,,2.04,1.22,0.63,,0.19,08 Jul 08  ,Misc
899, Assassin's Creed Origins     ,Ubisoft  ,Ubisoft Montreal  ,,,,2.04,1.14,0.71,,0.18,27 Oct 17  ,Action
900, Madden NFL 25     ,Electronic Arts  ,EA Tiburon  ,,7.5  ,,2.04,1.62,0.03,,0.38,27 Aug 13  ,Sports
901, Skate 3     ,EA Sports  ,EA Black Box  ,7.7  ,,,2.03,0.79,0.92,,0.32,11 May 10  ,
902, Rayman Raving Rabbids: TV Party     ,Ubisoft  ,Ubisoft Paris  ,7.9  ,7.1  ,,2.03,0.72,1.08,,0.23,18 Nov 08  ,
903, NBA Live 2004     ,EA Sports  ,EA Canada  ,,,,2.03,1.57,0.18,,0.27,14 Oct 03  ,Sports
904, No Man's Sky     ,Hello Games  ,Hello Games  ,,6.8  ,,2.02,0.71,0.94,0.04,0.32,09 Aug 16  ,Action-Adventure
905, Call of Duty: Black Ops 3     ,Activision  ,Treyarch  ,,,,2.01,1.36,0.47,,0.19,06 Nov 15  ,Shooter
906, Forza Motorsport 6     ,Microsoft Game Studios  ,Turn 10 Studios  ,,,,2.01,0.90,0.91,0.04,0.16,15 Sep 15  ,Racing
907, Super Street Fighter II     ,Capcom  ,Capcom  ,,,,2.00,0.52,0.16,1.29,0.03,01 Jun 94  ,Puzzle
908, TouchMaster     ,Midway Games  ,Midway Studios San Diego  ,,6.9  ,,2.00,0.48,1.27,,0.24,25 Jun 07  ,Puzzle
909, The Sims 3     ,Electronic Arts  ,The Sims Studio  ,,8.1  ,,2.00,0.73,0.94,0.02,0.31,26 Oct 10  ,Simulation
910, Tennis     ,Nintendo  ,Nintendo R&D1;  ,,,,1.99,0.75,0.30,0.90,0.04,01 Aug 89  ,Sports
911, Kingdom Hearts 358/2 Days     ,Square Enix  ,High Horse Entertainment  ,8.5  ,7.5  ,,1.99,1.06,0.26,0.53,0.13,29 Sep 09  ,Role-Playing
912, Harry Potter and the Chamber of Secrets     ,Electronic Arts  ,Argonaut Games  ,,,,1.98,0.75,1.09,0.02,0.12,14 Nov 02  ,Adventure
913, Uncharted: The Lost Legacy     ,Sony Computer Entertainment  ,Naughty Dog  ,,,,1.97,0.45,1.18,0.04,0.30,22 Aug 17  ,Action
914, Mario Party 10     ,Nintendo  ,"Nd Cube Co., Ltd.  ",,6.3  ,,1.97,0.81,0.73,0.29,0.14,20 Mar 15  ,Misc
915, Just Cause 3     ,Square Enix  ,Avalanche Studios  ,,7.5  ,,1.97,0.53,1.07,0.08,0.30,01 Dec 15  ,Action
916, LittleBigPlanet 3     ,Sony Computer Entertainment  ,Sumo Digital  ,,,,1.97,0.71,0.93,0.01,0.32,18 Nov 14  ,Platform
917, Devil May Cry 2     ,Capcom  ,Capcom  ,,6.5  ,,1.97,0.71,0.58,0.51,0.17,25 Jan 03  ,Action
918, Hot Shots Golf: Open Tee     ,Sony Computer Entertainment  ,Clap Hanz  ,,8.4  ,,1.96,0.50,0.50,0.63,0.33,03 May 05  ,Sports
919, Rad Racer     ,Nintendo  ,SquareSoft  ,,,,1.96,1.13,0.37,0.41,0.05,01 Jan 87  ,Racing
920, Tom Clancy's Rainbow Six: Vegas     ,Ubisoft  ,Ubisoft Montreal  ,,8.8  ,,1.95,1.09,0.65,0.02,0.20,20 Nov 06  ,Shooter
921, Lego Marvel Super Heroes     ,Warner Bros. Interactive Entertainment  ,Traveller's Tales  ,,,,1.95,0.77,0.85,0.01,0.32,22 Oct 13  ,Action
922, Star Wars: Dark Forces     ,LucasArts  ,LucasArts  ,,,,1.95,1.09,0.77,,0.09,28 Feb 95  ,Shooter
923, NBA Street Vol. 2     ,EA Sports BIG   ,EA Canada  ,,,,1.95,1.69,0.20,,0.06,28 Apr 03  ,Sports
924, Call of Duty: Black Ops 3     ,Activision  ,Treyarch  ,,,,1.94,0.64,0.92,0.07,0.30,06 Nov 15  ,Shooter
925, PGR4 - Project Gotham Racing 4     ,Microsoft  ,Bizarre Creations  ,,8.6  ,,2.04,0.48,1.28,0.02,0.25,02 Oct 07  ,Racing
926, Dance Central 2     ,Microsoft  ,Harmonix Music Systems  ,,8.6  ,,2.04,1.45,0.41,0.01,0.16,25 Oct 11  ,Music
927, 1080�: TenEighty Snowboarding     ,Nintendo  ,Nintendo EAD  ,,9.1  ,,2.03,1.25,0.61,0.13,0.05,31 Mar 98  ,Sports
928, Pok�mon Mystery Dungeon: Blue Rescue Team     ,Nintendo  ,ChunSoft  ,,6.3  ,,2.03,1.15,0.05,0.83,,18 Sep 06  ,Role-Playing
929, Just Dance 3     ,Ubisoft  ,Ubisoft Paris  ,,5.5  ,,2.02,1.47,0.39,,0.16,07 Oct 11  ,Misc
930, Donkey Kong Country Returns     ,Nintendo  ,Monster Games  ,,,,2.01,0.79,0.67,0.42,0.14,24 May 13  ,Platform
931, Need for Speed: The Run     ,Electronic Arts  ,EA Black Box  ,,6.3  ,,2.01,0.58,1.05,0.03,0.35,15 Nov 11  ,Racing
932, Dead Space     ,Electronic Arts  ,EA Redwood Shores  ,8.4  ,8.9  ,,2.00,1.05,0.66,,0.29,13 Oct 08  ,
933, The Legend of Zelda: Ocarina of Time 3D     ,Nintendo  ,GREZZO  ,,9.3  ,,2.00,1.42,0.01,0.56,,19 Jun 11  ,Adventure
934, NBA 2K17     ,2K Sports  ,Visual Concepts  ,,8.8  ,,2.00,1.69,0.10,,0.21,16 Sep 16  ,Sports
935, Tenchu: Stealth Assassins     ,Activision  ,Acquire  ,,8.8  ,,1.99,0.95,0.64,0.27,0.13,31 Aug 98  ,Action
936, Harry Potter and the Chamber of Secrets     ,Electronic Arts  ,Eurocom Entertainment Software  ,,7.2  ,,1.99,1.21,0.64,0.05,0.09,14 Nov 02  ,Adventure
937, Mortal Kombat vs DC Universe     ,Midway Games  ,Midway Amusement Games  ,,7.6  ,,1.98,1.57,0.23,,0.18,16 Nov 08  ,Fighting
938, SimCity     ,Nintendo  ,Intelligent Systems  ,,,,1.98,0.93,0.27,0.75,0.04,10 Sep 91  ,Simulation
939, BioShock Infinite     ,2K Games  ,Irrational Games  ,,,,1.97,1.22,0.55,0.02,0.18,26 Mar 13  ,Shooter
940,  Fire Emblem Fates     ,Nintendo  ,Intelligent Systems  ,,,,1.97,0.99,0.31,0.53,0.14,19 Feb 16  ,Strategy
941, Spyro: Enter the Dragonfly     ,VU Games  ,Check Six Games  ,,,,1.97,0.74,0.95,,0.28,03 Nov 02  ,Platform
942, Resident Evil 6     ,Capcom  ,Capcom  ,,,,1.97,1.12,0.61,0.07,0.16,02 Oct 12  ,Shooter
943, E.T.: The Extra Terrestrial     ,Atari  ,Atari  ,,,,1.97,1.84,0.11,,0.02,01 Jan 82  ,Action
944, Kirby: Triple Deluxe     ,Nintendo  ,HAL Laboratory  ,,,,1.96,0.68,0.38,0.80,0.11,02 May 14  ,Platform
945, Soccer     ,Nintendo  ,"Iwasaki Electronics Co., Ltd.  ",,,,1.96,0.18,0.23,1.53,0.02,01 Mar 87  ,Sports
946, Crash Nitro Kart     ,VU Games  ,Vicarious Visions  ,,,,1.95,0.74,1.01,,0.20,13 Nov 03  ,Racing
947, Grand Theft Auto: San Andreas     ,Rockstar Games  ,Rockstar North  ,,9.2  ,,1.95,1.26,0.61,,0.09,07 Jun 05  ,Action
948, Burnout Paradise     ,Electronic Arts  ,Criterion Games  ,,9.0  ,,1.95,1.01,0.63,0.02,0.28,22 Jan 08  ,Racing
949, Forza Horizon     ,Microsoft Game Studios  ,Playground Games  ,,,,1.94,0.82,0.94,0.04,0.16,23 Oct 12  ,Racing
950, Destiny     ,Activision  ,Unknown  ,,,,1.94,1.32,0.44,,0.19,09 Sep 14  ,MMO
951, Who Wants to be a Millionaire     ,Disney Interactive Studios  ,Jellyvision  ,,,,1.94,1.94,0.00,,,23 Nov 99  ,Misc
952, Alleyway     ,Nintendo  ,Nintendo R&D1; / Intelligent Systems  ,,,,1.94,0.96,0.38,0.55,0.05,01 Aug 89  ,Puzzle
953, FIFA Soccer 09     ,Electronic Arts  ,EA Canada  ,,8.7  ,,1.94,0.49,1.26,0.01,0.18,14 Oct 08  ,Sports
954, Dragon Ball Z: Budokai 3     ,Atari  ,Dimps Corporation  ,,,,1.94,1.09,0.15,0.65,0.04,16 Nov 04  ,Fighting
955, Tom Clancy's Ghost Recon     ,Ubisoft  ,Red Storm Entertainment  ,,,,1.94,1.42,0.40,,0.12,11 Nov 02  ,Shooter
956, Destiny 2     ,Activision  ,Bungie  ,,,,1.93,1.33,0.42,,0.19,06 Sep 17  ,Shooter
957, Virtua Fighter 2     ,Sega  ,Sega-AM2  ,,,,1.93,0.34,0.26,1.30,0.03,01 Jan 96  ,Sports
958, The Legend of Zelda: Oracle of Ages     ,Nintendo  ,Flagship  ,,9.4  ,,1.92,0.92,0.53,0.41,0.06,13 May 01  ,Adventure
959, Red Faction     ,THQ  ,Volition Inc.  ,,9.1  ,,1.92,0.76,0.96,,0.20,21 May 01  ,Shooter
960, MX Unleashed     ,THQ  ,Rainbow Studios  ,,,,1.92,0.94,0.73,,0.25,17 Feb 04  ,Racing
961, Need for Speed: Shift     ,Electronic Arts  ,Slightly Mad Studios  ,8.6  ,8.2  ,,1.91,0.73,0.96,0.01,0.22,15 Sep 09  ,
962, Star Wars Rogue Leader: Rogue Squadron II     ,LucasArts  ,Factor 5  ,,9.2  ,,1.90,1.03,0.75,0.03,0.09,09 Nov 01  ,Simulation
963, Batman: Arkham Origins     ,Warner Bros. Interactive Entertainment  ,Warner Bros. Interactive Entertainment  ,,,,1.90,1.15,0.58,0.00,0.17,25 Oct 13  ,Misc
964, Lego Marvel Super Heroes     ,Warner Bros. Interactive Entertainment  ,Traveller's Tales  ,,,,1.89,0.59,0.99,0.01,0.30,15 Nov 13  ,Action
965, Ratchet & Clank Future: A Crack in Time     ,Sony Computer Entertainment  ,Insomniac Games  ,8.3  ,8.7  ,9.0  ,1.89,1.05,0.55,0.03,0.26,27 Oct 09  ,Platform
966, Toy Story Mania!     ,Disney Interactive Studios  ,Papaya Studios  ,,,,1.89,1.04,0.66,,0.19,15 Sep 09  ,Misc
967, Yu-Gi-Oh! Forbidden Memories     ,Konami  ,KCEJ  ,,7.0  ,,1.88,1.37,0.44,,0.08,20 Mar 02  ,Role-Playing
968, Hot Shots Golf 2     ,Sony Computer Entertainment  ,Clap Hanz  ,,,,1.88,0.25,0.12,1.48,0.03,29 Feb 00  ,Sports
